Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
The Legend of Zelda: Ocarina of Time,Nintendo64,1998-11-23,99,91.0,Nintendo,"actionadventure,fantasy",1,22,5749,1998,11,23,Lun,"['fantasy', 'actionadventure']"
Tony Hawk's Pro Skater 2,PlayStation,2000-09-20,98,74.0,NeversoftEntertainment,"sports,alternative,skateboarding",2,19,647,2000,9,20,Mie,"['alternative', 'sports', 'skateboarding']"
Grand Theft Auto IV,PlayStation3,2008-04-29,98,76.0,RockstarNorth,"actionadventure,modern,modern,open-world",1,64,3806,2008,4,29,Mar,"['open-world', 'actionadventure', 'modern']"
SoulCalibur,Dreamcast,1999-09-08,98,85.0,Namco,"action,fighting,3d",2,24,324,1999,9,8,Mie,"['fighting', 'action', '3d']"
Grand Theft Auto IV,Xbox360,2008-04-29,98,79.0,RockstarNorth,"actionadventure,modern,modern,open-world",1,86,3364,2008,4,29,Mar,"['open-world', 'actionadventure', 'modern']"
Super Mario Galaxy,Wii,2007-11-12,97,90.0,Nintendo,"action,platformer,platformer,3d,3d",1,73,3059,2007,11,12,Lun,"['3d', 'action', 'platformer']"
Super Mario Galaxy 2,Wii,2010-05-23,97,91.0,NintendoEADTokyo,"action,platformer,platformer,3d,3d",1,87,2521,2010,5,23,Dom,"['3d', 'action', 'platformer']"
Red Dead Redemption 2,XboxOne,2018-10-26,97,78.0,RockstarGames,"actionadventure,open-world",>4,33,3186,2018,10,26,Vie,"['open-world', 'actionadventure']"
Grand Theft Auto V,XboxOne,2014-11-18,97,78.0,RockstarNorth,"actionadventure,modern,open-world",>4,14,1285,2014,11,18,Mar,"['open-world', 'actionadventure', 'modern']"
Grand Theft Auto V,PlayStation3,2013-09-17,97,83.0,RockstarNorth,"modern,actionadventure,modern,open-world",>4,50,4568,2013,9,17,Mar,"['open-world', 'actionadventure', 'modern']"
Grand Theft Auto V,Xbox360,2013-09-17,97,83.0,RockstarNorth,"modern,actionadventure,modern,open-world",>4,58,3905,2013,9,17,Mar,"['open-world', 'actionadventure', 'modern']"
Tony Hawk's Pro Skater 2,Dreamcast,2000-11-06,97,62.0,Treyarch,"sports,alternative,skateboarding",No info,18,88,2000,11,6,Lun,"['alternative', 'sports', 'skateboarding']"
The Legend of Zelda: Breath of the Wild,Switch,2017-03-03,97,86.0,Nintendo,"actionadventure,open-world",1,109,15873,2017,3,3,Vie,"['open-world', 'actionadventure']"
Tony Hawk's Pro Skater 3,PlayStation2,2001-10-28,97,76.0,NeversoftEntertainment,"sports,alternative,skateboarding",2,34,406,2001,10,28,Dom,"['alternative', 'sports', 'skateboarding']"
Perfect Dark,Nintendo64,2000-05-22,97,89.0,RareLtd.,"action,shooter,first-person,sci-fi",No info,30,420,2000,5,22,Lun,"['shooter', 'first-person', 'action', 'sci-fi']"
Red Dead Redemption 2,PlayStation4,2018-10-26,97,84.0,RockstarGames,"actionadventure,open-world",>4,99,14315,2018,10,26,Vie,"['open-world', 'actionadventure']"
Grand Theft Auto V,PlayStation4,2014-11-18,97,84.0,RockstarNorth,"actionadventure,modern,open-world",>4,66,5899,2014,11,18,Mar,"['open-world', 'actionadventure', 'modern']"
Metroid Prime,GameCube,2002-11-17,97,92.0,RetroStudios,"action,shooter,first-person,sci-fi",1,70,1113,2002,11,17,Dom,"['shooter', 'first-person', 'action', 'sci-fi']"
Grand Theft Auto III,PlayStation2,2001-10-22,97,84.0,DMADesign,"actionadventure,modern",1,56,881,2001,10,22,Lun,"['actionadventure', 'modern']"
Super Mario Odyssey,Switch,2017-10-27,97,89.0,Nintendo,"action,platformer,3d",1,113,5546,2017,10,27,Vie,"['3d', 'action', 'platformer']"
Halo: Combat Evolved,Xbox,2001-11-14,97,85.0,BungieSoftware,"action,shooter,first-person,sci-fi",4,68,2052,2001,11,14,Mie,"['shooter', 'first-person', 'action', 'sci-fi']"
NFL 2K1,Dreamcast,2000-09-07,97,64.0,VisualConcepts,"sports,traditional,football,sim",No info,22,67,2000,9,7,Jue,"['sports', 'sim', 'football', 'traditional']"
Half-Life 2,PC,2004-11-16,96,91.0,ValveSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,81,10773,2004,11,16,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Grand Theft Auto V,PC,2015-04-13,96,78.0,RockstarNorth,"modern,actionadventure,open-world",>4,57,6661,2015,4,13,Lun,"['open-world', 'actionadventure', 'modern']"
The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,82.0,Nintendo,"fantasy,fantasy,actionadventure,open-world",1,13,2245,2017,3,3,Vie,"['fantasy', 'open-world', 'actionadventure']"
BioShock,Xbox360,2007-08-21,96,89.0,"IrrationalGames,2KMarin","action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,88,2572,2007,8,21,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
GoldenEye 007,Nintendo64,1997-08-25,96,90.0,RareLtd.,"action,shooter,first-person,modern",4,21,668,1997,8,25,Lun,"['shooter', 'first-person', 'action', 'modern']"
Uncharted 2: Among Thieves,PlayStation3,2009-10-13,96,88.0,NaughtyDog,"actionadventure,modern,modern,linear",1,105,6716,2009,10,13,Mar,"['linear', 'actionadventure', 'modern']"
Resident Evil 4,GameCube,2005-01-11,96,92.0,Capcom,"actionadventure,horror",1,82,1596,2005,1,11,Mar,"['horror', 'actionadventure']"
The Orange Box,Xbox360,2007-10-10,96,88.0,ValveSoftware,"action,miscellaneous,shooter,compilation,first-person,sci-fi",>4,54,879,2007,10,10,Mie,"['sci-fi', 'first-person', 'shooter', 'action', 'miscellaneous', 'compilation']"
The Orange Box,PC,2007-10-10,96,92.0,ValveSoftware,"action,miscellaneous,shooter,compilation,first-person,sci-fi",>4,34,1804,2007,10,10,Mie,"['sci-fi', 'first-person', 'shooter', 'action', 'miscellaneous', 'compilation']"
Batman: Arkham City,PlayStation3,2011-10-18,96,88.0,RocksteadyStudios,"actionadventure,fantasy,fantasy,open-world",1,42,2773,2011,10,18,Mar,"['fantasy', 'open-world', 'actionadventure']"
Tekken 3,PlayStation,1998-04-29,96,91.0,Namco,"action,fighting,3d",2,15,660,1998,4,29,Mie,"['fighting', 'action', '3d']"
Mass Effect 2,Xbox360,2010-01-26,96,89.0,BioWare,"role-playing,actionrpg,actionrpg",1,98,3503,2010,1,26,Mar,"['actionrpg', 'role-playing']"
The Legend of Zelda: Twilight Princess,GameCube,2006-12-11,96,89.0,Nintendo,"actionadventure,fantasy",1,16,823,2006,12,11,Lun,"['fantasy', 'actionadventure']"
The Elder Scrolls V: Skyrim,Xbox360,2011-11-11,96,86.0,BethesdaGameStudios,"role-playing,first-person,first-person,western-style",1,89,3954,2011,11,11,Vie,"['western-style', 'first-person', 'role-playing']"
Half-Life,PC,1998-11-19,96,90.0,ValveSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",>4,24,4321,1998,11,19,Jue,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Resident Evil 4,PlayStation2,2005-10-25,96,90.0,Capcom,"actionadventure,horror",1,38,1628,2005,10,25,Mar,"['horror', 'actionadventure']"
The Legend of Zelda: The Wind Waker,GameCube,2003-03-24,96,90.0,Nintendo,"actionadventure,fantasy",1,80,1370,2003,3,24,Lun,"['fantasy', 'actionadventure']"
Gran Turismo,PlayStation,1998-04-30,96,87.0,PolyphonyDigital,"driving,racing,gt/street",2,16,269,1998,4,30,Jue,"['gt/street', 'racing', 'driving']"
BioShock,PC,2007-08-21,96,86.0,"IrrationalGames,2KMarin","action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,44,4814,2007,8,21,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Metal Gear Solid 2: Sons of Liberty,PlayStation2,2001-11-12,96,88.0,KCEJ,"actionadventure,modern",1,42,1545,2001,11,12,Lun,"['actionadventure', 'modern']"
Grand Theft Auto Double Pack,Xbox,2003-10-31,96,80.0,RockstarNorth,"miscellaneous,compilation",1,33,91,2003,10,31,Vie,"['compilation', 'miscellaneous']"
Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,91.0,BioWare,"role-playing,pc-stylerpg,pc-stylerpg,western-style",>4,30,1433,2000,9,24,Dom,"['western-style', 'pc-stylerpg', 'role-playing']"
Grand Theft Auto: San Andreas,PlayStation2,2004-10-26,95,91.0,RockstarNorth,"actionadventure,modern",2,80,2444,2004,10,26,Mar,"['actionadventure', 'modern']"
Grand Theft Auto: Vice City,PlayStation2,2002-10-27,95,88.0,RockstarNorth,"actionadventure,modern",1,62,1092,2002,10,27,Dom,"['actionadventure', 'modern']"
LittleBigPlanet,PlayStation3,2008-10-27,95,68.0,"SCE/WWS,MediaMolecule","action,platformer,platformer,3d,2d,3d",4,85,5533,2008,10,27,Lun,"['3d', '2d', 'action', 'platformer']"
The Legend of Zelda Collector's Edition,GameCube,2003-11-17,95,90.0,Nintendo,"actionadventure,fantasy",1,8,194,2003,11,17,Lun,"['fantasy', 'actionadventure']"
Red Dead Redemption,PlayStation3,2010-05-18,95,89.0,RockstarSanDiego,"action,shooter,third-person,historic,actionadventure,historic,historic,open-world",>4,73,3371,2010,5,18,Mar,"['actionadventure', 'historic', 'shooter', 'action', 'third-person', 'open-world']"
Gran Turismo 3: A-Spec,PlayStation2,2001-07-09,95,84.0,PolyphonyDigital,"driving,racing,gt/street",2,54,386,2001,7,9,Lun,"['gt/street', 'racing', 'driving']"
Halo 2,Xbox,2004-11-09,95,84.0,BungieSoftware,"action,shooter,first-person,sci-fi",>4,91,1656,2004,11,9,Mar,"['shooter', 'first-person', 'action', 'sci-fi']"
The Legend of Zelda: A Link to the Past,GameBoyAdvance,2002-12-03,95,90.0,Capcom,"actionadventure,fantasy",No info,30,524,2002,12,3,Mar,"['fantasy', 'actionadventure']"
The Legend of Zelda: Majora's Mask,Nintendo64,2000-10-25,95,92.0,Nintendo,"actionadventure,fantasy",1,27,1198,2000,10,25,Mie,"['fantasy', 'actionadventure']"
The Last of Us,PlayStation3,2013-06-14,95,92.0,NaughtyDog,"modern,adventure,general,actionadventure,general,modern",>4,98,11982,2013,6,14,Vie,"['general', 'adventure', 'actionadventure', 'modern']"
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,89.0,Nintendo,"actionadventure,fantasy,general,fantasy,open-world",1,73,2060,2006,11,19,Dom,"['fantasy', 'general', 'open-world', 'actionadventure']"
Madden NFL 2003,PlayStation2,2002-08-12,95,75.0,EASports,"sports,traditional,football,sim",2,25,66,2002,8,12,Lun,"['sports', 'sim', 'football', 'traditional']"
Tony Hawk's Pro Skater 2,GameBoyAdvance,2001-05-30,95,68.0,VicariousVisions,"sports,alternative,skateboarding",No info,16,38,2001,5,30,Mie,"['alternative', 'sports', 'skateboarding']"
Persona 5 Royal,PlayStation4,2020-03-31,95,82.0,Atlus,"role-playing,japanese-style",1,71,2593,2020,3,31,Mar,"['role-playing', 'japanese-style']"
The Last of Us Remastered,PlayStation4,2014-07-29,95,92.0,NaughtyDog,"actionadventure,general,modern",>4,70,14563,2014,7,29,Mar,"['general', 'actionadventure', 'modern']"
Portal 2,PC,2011-04-18,95,91.0,ValveSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",No info,52,7482,2011,4,18,Lun,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Red Dead Redemption,Xbox360,2010-05-18,95,90.0,RockstarSanDiego,"action,actionadventure,shooter,historic,historic,open-world,third-person,historic",>4,96,2847,2010,5,18,Mar,"['actionadventure', 'historic', 'shooter', 'action', 'third-person', 'open-world']"
Portal 2,Xbox360,2011-04-19,95,87.0,ValveSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",2,66,1073,2011,4,19,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,74.0,"KojimaProductions,MobyDickStudio","modern,modern,actionadventure,open-world",>4,10,1173,2015,9,1,Mar,"['open-world', 'actionadventure', 'modern']"
Portal 2,PlayStation3,2011-04-19,95,85.0,ValveSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",2,54,1030,2011,4,19,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
World of Goo,Wii,2008-10-13,94,87.0,2DBoy,"miscellaneous,puzzle,action,puzzle,general,puzzle,general",4,21,378,2008,10,13,Lun,"['general', 'puzzle', 'action', 'miscellaneous']"
The Elder Scrolls V: Skyrim,PC,2011-11-10,94,83.0,BethesdaGameStudios,"role-playing,first-person,first-person,western-style",1,32,11301,2011,11,10,Jue,"['western-style', 'first-person', 'role-playing']"
BioShock Infinite,PlayStation3,2013-03-26,94,85.0,IrrationalGames,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,27,2207,2013,3,26,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Final Fantasy IX,PlayStation,2000-11-13,94,90.0,SquareSoft,"role-playing,console-stylerpg",1,22,1280,2000,11,13,Lun,"['console-stylerpg', 'role-playing']"
Call of Duty: Modern Warfare 2,PlayStation3,2009-11-10,94,66.0,InfinityWard,"action,shooter,shooter,first-person,modern,modern,arcade",>4,67,2362,2009,11,10,Mar,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
God of War,PlayStation4,2018-04-20,94,92.0,SCESantaMonica,"actionadventure,linear",1,118,16298,2018,4,20,Vie,"['linear', 'actionadventure']"
Tony Hawk's Pro Skater 4,PlayStation2,2002-10-23,94,84.0,NeversoftEntertainment,"sports,alternative,skateboarding",>4,27,182,2002,10,23,Mie,"['alternative', 'sports', 'skateboarding']"
Devil May Cry,PlayStation2,2001-10-16,94,86.0,Capcom,"actionadventure,fantasy",1,37,790,2001,10,16,Mar,"['fantasy', 'actionadventure']"
Call of Duty 4: Modern Warfare,PlayStation3,2007-11-05,94,84.0,InfinityWard,"action,shooter,shooter,first-person,modern,modern,arcade",>4,44,1170,2007,11,5,Lun,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
Madden NFL 2002,PlayStation2,2001-08-19,94,73.0,EASports,"sports,traditional,football,sim",>4,23,49,2001,8,19,Dom,"['sports', 'sim', 'football', 'traditional']"
Batman: Arkham City,Xbox360,2011-10-18,94,87.0,RocksteadyStudios,"actionadventure,fantasy,fantasy,open-world",1,87,1682,2011,10,18,Mar,"['fantasy', 'open-world', 'actionadventure']"
Mass Effect 2,PC,2010-01-26,94,89.0,BioWare,"role-playing,actionrpg,actionrpg",1,55,4972,2010,1,26,Mar,"['actionrpg', 'role-playing']"
The Legend of Zelda: Ocarina of Time 3D,3DS,2011-06-19,94,90.0,GREZZO,"miscellaneous,actionadventure,fantasy,fantasy,compilation,open-world",1,85,1625,2011,6,19,Dom,"['actionadventure', 'fantasy', 'miscellaneous', 'open-world', 'compilation']"
Chrono Cross,PlayStation,2000-08-15,94,88.0,SquareSoft,"role-playing,console-stylerpg",1,16,412,2000,8,15,Mar,"['console-stylerpg', 'role-playing']"
Celeste,XboxOne,2018-01-26,94,71.0,MattMakesGamesInc.,"action,platformer,2d",1,10,268,2018,1,26,Vie,"['2d', 'action', 'platformer']"
BioShock,PlayStation3,2008-10-21,94,88.0,"DigitalExtremes,2KMarin","action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,51,1136,2008,10,21,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Mass Effect 2,PlayStation3,2011-01-17,94,86.0,BioWare,"role-playing,actionrpg,actionrpg",1,62,1243,2011,1,17,Lun,"['actionrpg', 'role-playing']"
Grand Theft Auto: Vice City,PC,2003-05-12,94,88.0,RockstarNorth,"actionadventure,modern,modern,open-world",1,30,2435,2003,5,12,Lun,"['open-world', 'actionadventure', 'modern']"
Madden NFL 2004,PlayStation2,2003-08-12,94,82.0,EATiburon,"sports,traditional,football,sim",>4,29,147,2003,8,12,Mar,"['sports', 'sim', 'football', 'traditional']"
Gears of War,Xbox360,2006-11-07,94,83.0,EpicGames,"action,shooter,shooter,third-person,sci-fi,sci-fi,arcade",>4,88,2653,2006,11,7,Mar,"['sci-fi', 'shooter', 'arcade', 'action', 'third-person']"
The Elder Scrolls IV: Oblivion,Xbox360,2006-03-20,94,87.0,BethesdaSoftworks,"role-playing,first-person,first-person,western-style",1,90,1257,2006,3,20,Lun,"['western-style', 'first-person', 'role-playing']"
Sid Meier's Civilization II,PC,1996-02-29,94,88.0,MPSLabs,"strategy,turn-based,historic,general,historic,4x",1,7,450,1996,2,29,Jue,"['4x', 'historic', 'general', 'turn-based', 'strategy']"
Quake,PC,1996-06-22,94,88.0,idSoftware,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",>4,9,813,1996,6,22,Sab,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Call of Duty 4: Modern Warfare,Xbox360,2007-11-05,94,85.0,InfinityWard,"action,shooter,shooter,first-person,modern,modern,arcade",>4,70,1467,2007,11,5,Lun,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
BioShock Infinite,PC,2013-03-25,94,86.0,IrrationalGames,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,68,8729,2013,3,25,Lun,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Halo 3,Xbox360,2007-09-25,94,80.0,"BungieSoftware,Bungie","action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",4,86,4729,2007,9,25,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Ninja Gaiden Black,Xbox,2005-09-20,94,88.0,TeamNinja,"actionadventure,fantasy",1,32,177,2005,9,20,Mar,"['fantasy', 'actionadventure']"
The Elder Scrolls IV: Oblivion,PC,2006-03-20,94,81.0,BethesdaSoftworks,"role-playing,first-person,first-person,western-style",1,54,3069,2006,3,20,Lun,"['western-style', 'first-person', 'role-playing']"
Street Fighter IV,PlayStation3,2009-02-17,94,74.0,Capcom,"action,fighting,fighting,3d,2d,3d",2,61,391,2009,2,17,Mar,"['2d', 'fighting', 'action', '3d']"
Super Mario Advance 4: Super Mario Bros. 3,GameBoyAdvance,2003-10-21,94,89.0,Nintendo,"action,platformer,2d",4,25,203,2003,10,21,Mar,"['2d', 'action', 'platformer']"
Jet Grind Radio,Dreamcast,2000-10-30,94,81.0,Smilebit,"action,platformer,3d",No info,24,89,2000,10,30,Lun,"['3d', 'action', 'platformer']"
Metal Gear Solid,PlayStation,1998-10-21,94,92.0,KCEJ,"actionadventure,modern",1,20,1584,1998,10,21,Mie,"['actionadventure', 'modern']"
Grim Fandango,PC,1998-10-14,94,91.0,LucasArts,"adventure,general,general,3d,third-person,fantasy",1,15,685,1998,10,14,Mie,"['general', 'fantasy', 'third-person', 'adventure', '3d']"
Tom Clancy's Splinter Cell Chaos Theory,Xbox,2005-03-28,94,90.0,UbisoftMontreal,"actionadventure,modern",4,70,218,2005,3,28,Lun,"['actionadventure', 'modern']"
Burnout 3: Takedown,Xbox,2004-09-07,94,77.0,CriterionGames,"driving,racing,arcade",>4,76,182,2004,9,7,Mar,"['arcade', 'racing', 'driving']"
Diablo,PC,1996-12-31,94,87.0,BlizzardEntertainment,"role-playing,actionrpg,actionrpg",4,12,1161,1996,12,31,Mar,"['actionrpg', 'role-playing']"
Metal Gear Solid 3: Subsistence,PlayStation2,2006-03-14,94,91.0,Aspect,"actionadventure,modern",>4,53,657,2006,3,14,Mar,"['actionadventure', 'modern']"
Call of Duty: Modern Warfare 2,Xbox360,2009-11-10,94,65.0,InfinityWard,"action,shooter,shooter,first-person,modern,modern,arcade",>4,100,2957,2009,11,10,Mar,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
Metal Gear Solid 4: Guns of the Patriots,PlayStation3,2008-06-12,94,88.0,KojimaProductions,"actionadventure,modern,general,modern",>4,82,4088,2008,6,12,Jue,"['general', 'actionadventure', 'modern']"
NCAA Football 2004,PlayStation2,2003-07-16,94,83.0,EASports,"sports,traditional,football,sim",>4,15,86,2003,7,16,Mie,"['sports', 'sim', 'football', 'traditional']"
God of War,PlayStation2,2005-03-22,94,89.0,SCESantaMonica,"actionadventure,fantasy",1,75,1679,2005,3,22,Mar,"['fantasy', 'actionadventure']"
Star Wars: Knights of the Old Republic,Xbox,2003-07-17,94,91.0,BioWare,"role-playing,third-person",1,72,409,2003,7,17,Jue,"['role-playing', 'third-person']"
Sid Meier's Civilization IV,PC,2005-10-25,94,83.0,FiraxisGames,"strategy,turn-based,historic,historic,4x",>4,50,1070,2005,10,25,Mar,"['turn-based', 'historic', '4x', 'strategy']"
Madden NFL 2004,GameCube,2003-08-12,94,71.0,EATiburon,"sports,traditional,football,sim",4,19,25,2003,8,12,Mar,"['sports', 'sim', 'football', 'traditional']"
Virtua Fighter 4,PlayStation2,2002-03-17,94,81.0,SegaAM2,"action,fighting,3d",2,36,95,2002,3,17,Dom,"['fighting', 'action', '3d']"
Super Mario 64,Nintendo64,1996-09-26,94,92.0,Nintendo,"action,platformer,3d",1,13,1274,1996,9,26,Jue,"['3d', 'action', 'platformer']"
The Witcher 3: Wild Hunt,PC,2015-05-18,93,94.0,CDProjektRedStudio,"actionrpg,role-playing,actionrpg",1,32,17537,2015,5,18,Lun,"['actionrpg', 'role-playing']"
Burnout 3: Takedown,PlayStation2,2004-09-07,93,90.0,CriterionGames,"driving,racing,arcade",>4,52,385,2004,9,7,Mar,"['arcade', 'racing', 'driving']"
Super Smash Bros. Brawl,Wii,2008-03-09,93,88.0,GameArts,"action,fighting,fighting,3d,2d,3d",4,81,2022,2008,3,9,Dom,"['2d', 'fighting', 'action', '3d']"
Company of Heroes,PC,2006-09-13,93,88.0,Relic,"strategy,real-time,historic,general,historic",>4,55,1336,2006,9,13,Mie,"['general', 'real-time', 'historic', 'strategy']"
Gran Turismo 2,PlayStation,1999-11-30,93,90.0,PolyphonyDigital,"driving,racing,gt/street",2,23,246,1999,11,30,Mar,"['gt/street', 'racing', 'driving']"
The Last of Us Part II,PlayStation4,2020-06-19,93,57.0,NaughtyDog,"general,actionadventure,survival",1,121,146262,2020,6,19,Vie,"['general', 'survival', 'actionadventure']"
Tom Clancy's Splinter Cell Pandora Tomorrow,Xbox,2004-03-23,93,86.0,UbisoftShanghai,"actionadventure,modern",4,74,95,2004,3,23,Mar,"['actionadventure', 'modern']"
Grand Theft Auto: Chinatown Wars,DS,2009-03-17,93,83.0,RockstarLeeds,"actionadventure,modern,modern,open-world",No info,85,334,2009,3,17,Mar,"['open-world', 'actionadventure', 'modern']"
Divinity: Original Sin II - Definitive Edition,Switch,2019-09-04,93,86.0,"LarianStudiosGames,BlitWorks,TheDragonCommanders","role-playing,western-style",4,17,279,2019,9,4,Mie,"['western-style', 'role-playing']"
Pac-Man Championship Edition DX,Xbox360,2010-11-17,93,76.0,NamcoBandaiGames,"adventure,general,action,general,general,arcade",No info,43,140,2010,11,17,Mie,"['arcade', 'general', 'adventure', 'action']"
Street Fighter Alpha 3,PlayStation,1999-04-30,93,85.0,Capcom,"action,fighting,2d",2,12,88,1999,4,30,Vie,"['2d', 'fighting', 'action']"
Tony Hawk's Pro Skater 3,Xbox,2002-03-04,93,76.0,NeversoftEntertainment,"sports,alternative,skateboarding",4,22,21,2002,3,4,Lun,"['alternative', 'sports', 'skateboarding']"
Hades,Switch,2020-09-17,93,91.0,SupergiantGames,"actionadventure,general,linear",1,42,210,2020,9,17,Jue,"['general', 'linear', 'actionadventure']"
Half-Life: Alyx,PC,2020-03-23,93,91.0,ValveSoftware,"action,first-person,shooter,arcade",1,68,2104,2020,3,23,Lun,"['shooter', 'first-person', 'action', 'arcade']"
Divinity: Original Sin II,PC,2017-09-14,93,88.0,LarianStudiosGames,"actionrpg,role-playing,western-style",4,72,1946,2017,9,14,Jue,"['actionrpg', 'role-playing', 'western-style']"
Unreal Tournament 2004,PC,2004-03-16,93,88.0,EpicGames,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",>4,48,719,2004,3,16,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
BioShock Infinite,Xbox360,2013-03-26,93,86.0,IrrationalGames,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,33,1814,2013,3,26,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
Braid,Xbox360,2008-08-06,93,85.0,NumberNoneInc.,"action,platformer,platformer,2d,2d",1,57,464,2008,8,6,Mie,"['2d', 'action', 'platformer']"
God of War II,PlayStation2,2007-03-13,93,89.0,SCESantaMonica,"actionadventure,fantasy",1,70,1215,2007,3,13,Mar,"['fantasy', 'actionadventure']"
Super Mario 3D World,WiiU,2013-11-22,93,89.0,Nintendo,"platformer,3d,action,platformer,3d",1,83,2001,2013,11,22,Vie,"['3d', 'action', 'platformer']"
Ori and the Will of the Wisps,Switch,2020-09-17,93,89.0,MoonStudios,"action,platformer,2d",1,20,145,2020,9,17,Jue,"['2d', 'action', 'platformer']"
Starcraft II: Wings of Liberty,PC,2010-07-27,93,83.0,BlizzardEntertainment,"strategy,real-time,sci-fi,command",4,82,3477,2010,7,27,Mar,"['sci-fi', 'command', 'real-time', 'strategy']"
SSX,PlayStation2,2000-10-30,93,82.0,EASportsBig,"sports,alternative,snowboarding",2,35,55,2000,10,30,Lun,"['alternative', 'sports', 'snowboarding']"
Street Fighter IV,Xbox360,2009-02-17,93,73.0,Capcom,"action,fighting,fighting,3d,2d,3d",2,77,322,2009,2,17,Mar,"['2d', 'fighting', 'action', '3d']"
Minecraft,PC,2011-11-18,93,79.0,MojangAB,"actionadventure,adventure,3d,sandbox,first-person,fantasy,fantasy",>4,33,5818,2011,11,18,Vie,"['actionadventure', 'first-person', 'sandbox', 'fantasy', 'adventure', '3d']"
Undertale,Switch,2018-09-18,93,80.0,"tobyfox,8-4","role-playing,japanese-style",1,8,353,2018,9,18,Mar,"['role-playing', 'japanese-style']"
Persona 4 Golden,PlayStationVita,2012-11-20,93,86.0,Atlus,"role-playing,console-stylerpg,console-stylerpg,japanese-style",>4,61,1700,2012,11,20,Mar,"['console-stylerpg', 'role-playing', 'japanese-style']"
Persona 5,PlayStation4,2017-04-04,93,87.0,Atlus,"role-playing,japanese-style",1,98,4717,2017,4,4,Mar,"['role-playing', 'japanese-style']"
Red Dead Redemption 2,PC,2019-11-05,93,55.0,RockstarGames,"actionadventure,open-world",>4,44,3546,2019,11,5,Mar,"['open-world', 'actionadventure']"
SSX 3,PlayStation2,2003-10-20,93,88.0,EACanada,"sports,alternative,snowboarding",2,41,178,2003,10,20,Lun,"['alternative', 'sports', 'snowboarding']"
Tom Clancy's Splinter Cell,Xbox,2002-11-17,93,86.0,UbisoftMontreal,"actionadventure,modern",1,46,142,2002,11,17,Dom,"['actionadventure', 'modern']"
Grand Theft Auto III,PC,2002-05-20,93,83.0,"DMADesign,RockstarNorth","actionadventure,modern,modern,open-world",1,20,1254,2002,5,20,Lun,"['open-world', 'actionadventure', 'modern']"
Quake III Arena,Dreamcast,2000-10-22,93,83.0,Raster,"action,shooter,first-person,sci-fi",No info,25,75,2000,10,22,Dom,"['shooter', 'first-person', 'action', 'sci-fi']"
Homeworld,PC,1999-08-31,93,88.0,Relic,"strategy,real-time,sci-fi,sci-fi,general,command",>4,20,383,1999,8,31,Mar,"['sci-fi', 'command', 'general', 'strategy', 'real-time']"
Okami,PlayStation2,2006-09-19,93,91.0,CloverStudio,"actionadventure,fantasy",1,69,470,2006,9,19,Mar,"['fantasy', 'actionadventure']"
